2060 .True. # Number of lines, conductive flag
# 5 line header for n-k original data
# Amorphous C - from prodimo
# Taken from:
# wl(um)      n     k
  5.000000000000000E-002  0.9855927      0.3489284    
  5.268624863680364E-002  0.9855927      0.3489284    
  5.551681590838189E-002  0.9855927      0.3489284    
  5.849945532945329E-002  0.9855927      0.3489284    
  6.164233697210329E-002  0.9855927      0.3489284    
  6.495406984531736E-002  0.9855927      0.3489284    
  6.844372547685403E-002  0.9855927      0.3489284    
  7.212086276205330E-002  0.9855927      0.3489284    
  7.599555414764668E-002  0.9855927      0.3489284    
  8.007841322229177E-002  0.9855927      0.3489284    
  8.438062378940737E-002  0.9855927      0.3489284    
  8.891397050194613E-002  0.9855927      0.3489284    
  9.369087114301919E-002  0.9855927      0.3489284    
  9.872441064079682E-002  0.9855927      0.3489284    
      0.10000000      0.98559273      0.34892838
      0.10046158      0.98678586      0.35069213
      0.10092529      0.98800278      0.35245393
      0.10139114      0.98924494      0.35421366
      0.10185914      0.99061196      0.35613674
      0.10232930      0.99207985      0.35819179
      0.10280163      0.99350781      0.36002095
      0.10327614      0.99492873      0.36181025
      0.10375284      0.99636145      0.36356400
      0.10423174      0.99781687      0.36531333
      0.10471285      0.99958394      0.36702686
      0.10519619       1.0012898      0.36870912
      0.10568175       1.0027487      0.37026529
      0.10616956       1.0042328      0.37184052
      0.10665961       1.0058684      0.37353063
      0.10715193       1.0075082      0.37519126
      0.10764652       1.0091576      0.37678569
      0.10814340       1.0107327      0.37828389
      0.10864256       1.0122303      0.37968164
      0.10914403       1.0138159      0.38113430
      0.10964782       1.0154945      0.38264502
      0.11015393       1.0174199      0.38395192
      0.11066238       1.0194517      0.38517100
      0.11117317       1.0212469      0.38645592
      0.11168632       1.0229546      0.38776519
      0.11220185       1.0245089      0.38890651
      0.11271975       1.0260595      0.39003966
      0.11324004       1.0276234      0.39108227
      0.11376273       1.0291890      0.39212597
      0.11428783       1.0307667      0.39317779
      0.11481536       1.0323474      0.39422003
      0.11534533       1.0339390      0.39522800
      0.11587774       1.0355351      0.39623889
      0.11641260       1.0371404      0.39725562
      0.11694994       1.0387522      0.39825133
      0.11748976       1.0403714      0.39922283
      0.11803206       1.0419990      0.40023271
      0.11857687       1.0436320      0.40126693
      0.11912420       1.0447735      0.40227346
      0.11967405       1.0457719      0.40327194
      0.12022644       1.0472824      0.40435492
      0.12078138       1.0489444      0.40546292
      0.12133889       1.0504731      0.40658026
      0.12189896       1.0519972      0.40769793
      0.12246162       1.0536879      0.40888151
      0.12302688       1.0553474      0.41004318
      0.12359474       1.0568979      0.41112850
      0.12416523       1.0584523      0.41220155
      0.12473835       1.0600166      0.41324440
      0.12531412       1.0617814      0.41427115
      0.12589254       1.0638855      0.41527061
      0.12647363       1.0657487      0.41624923
      0.12705741       1.0673406      0.41720438
      0.12764388       1.0692542      0.41807032
      0.12823306       1.0713951      0.41887318
      0.12882496       1.0735493      0.41956480
      0.12941958       1.0757087      0.42021262
      0.13001696       1.0772958      0.42064554
      0.13061709       1.0787936      0.42104496
      0.13121999       1.0808951      0.42138426
      0.13182567       1.0830645      0.42170430
      0.13243415       1.0845888      0.42180592
      0.13304544       1.0861244      0.42190829
      0.13365955       1.0878017      0.42202012
      0.13427650       1.0894429      0.42210000
      0.13489629       1.0909937      0.42210000
      0.13551894       1.0925493      0.42210000
      0.13614447       1.0941139      0.42210000
      0.13677288       1.0954563      0.42210000
      0.13740420       1.0965086      0.42210000
      0.13803843       1.0975658      0.42218487
      0.13867558       1.0986273      0.42234409
      0.13931568       1.0996947      0.42257369
      0.13995873       1.1007654      0.42284136
      0.14060475       1.1018433      0.42323733
      0.14125375       1.1029232      0.42366930
      0.14190575       1.1045176      0.42420585
      0.14256076       1.1060939      0.42474225
      0.14321879       1.1071081      0.42519863
      0.14387986       1.1082672      0.42565345
      0.14454398       1.1104838      0.42609677
      0.14521116       1.1124891      0.42644891
      0.14588143       1.1140370      0.42660370
      0.14655478       1.1157867      0.42664099
      0.14723125       1.1178690      0.42648483
      0.14791084       1.1201995      0.42611211
      0.14859356       1.1228253      0.42548192
      0.14927944       1.1251711      0.42455589
      0.14996848       1.1272902      0.42339040
      0.15066071       1.1290661      0.42175618
      0.15135612       1.1306692      0.41988588
      0.15205475       1.1322833      0.41757500
      0.15275661       1.1339003      0.41514959
      0.15346170       1.1345101      0.41244971
      0.15417005       1.1350000      0.40972866
      0.15488166       1.1350000      0.40697900
      0.15559656       1.1349254      0.40419734
      0.15631476       1.1343723      0.40121034
      0.15703628       1.1334918      0.39835302
      0.15776113       1.1319376      0.39576263
      0.15848932       1.1301705      0.39332900
      0.15922087       1.1280797      0.39113373
      0.15995580       1.1257251      0.38920958
      0.16069413       1.1230887      0.38757499
      0.16143586       1.1201265      0.38627549
      0.16218101       1.1169351      0.38521170
      0.16292960       1.1137242      0.38455863
      0.16368165       1.1105052      0.38407578
      0.16443717       1.1072629      0.38404562
      0.16519618       1.1040163      0.38409973
      0.16595869       1.1009585      0.38455623
      0.16672472       1.0978936      0.38503014
      0.16749429       1.0945898      0.38596624
      0.16826741       1.0914398      0.38695770
      0.16904409       1.0888478      0.38814999
      0.16982437       1.0860992      0.38943540
      0.17060824       1.0829612      0.39095207
      0.17139573       1.0799404      0.39257813
      0.17218686       1.0771148      0.39438651
      0.17298164       1.0744900      0.39621738
      0.17378008       1.0719961      0.39806292
      0.17458222       1.0693879      0.40012190
      0.17538805       1.0667039      0.40232280
      0.17619760       1.0640029      0.40465746
      0.17701090       1.0612958      0.40703967
      0.17782794       1.0587196      0.40939796
      0.17864876       1.0561594      0.41175332
      0.17947336       1.0539335      0.41443143
      0.18030177       1.0516806      0.41712575
      0.18113401       1.0490759      0.41978263
      0.18197009       1.0465731      0.42247629
      0.18281002       1.0444709      0.42531433
      0.18365383       1.0422039      0.42822352
      0.18450154       1.0395530      0.43129849
      0.18535316       1.0368927      0.43449525
      0.18620871       1.0342188      0.43786431
      0.18706821       1.0318259      0.44145463
      0.18793168       1.0296684      0.44523027
      0.18879913       1.0272327      0.44912164
      0.18967059       1.0246721      0.45306495
      0.19054607       1.0223808      0.45758133
      0.19142559       1.0201853      0.46230166
      0.19230917       1.0180917      0.46713690
      0.19319683       1.0160074      0.47198274
      0.19408859       1.0144286      0.47713316
      0.19498446       1.0129002      0.48230387
      0.19588447       1.0118397      0.48765958
      0.19678863       1.0108886      0.49303612
      0.19769696       1.0103537      0.49849183
      0.19860949       1.0100000      0.50394518
      0.19952623       1.0100000      0.50939391
      0.20044720       1.0100000      0.51464298
      0.20137242       1.0100000      0.51968003
      0.20230192       1.0102961      0.52478352
      0.20323570       1.0108451      0.52994375
      0.20417379       1.0110000      0.53485333
      0.20511622       1.0110000      0.53966437
      0.20606299       1.0114250      0.54438206
      0.20701413       1.0119525      0.54907720
      0.20796967       1.0129685      0.55376122
      0.20892961       1.0140165      0.55844374
      0.20989399       1.0145533      0.56311350
      0.21086281       1.0150860      0.56775719
      0.21183611       1.0155990      0.57227149
      0.21281390       1.0162386      0.57682579
      0.21379621       1.0173310      0.58152329
      0.21478305       1.0184046      0.58613991
      0.21577444       1.0194485      0.59062874
      0.21677041       1.0204968      0.59508656
      0.21777098       1.0215499      0.59950968
      0.21877616       1.0226083      0.60392453
      0.21978599       1.0236707      0.60833321
      0.22080047       1.0247393      0.61269434
      0.22181964       1.0258109      0.61703409
      0.22284351       1.0268900      0.62136006
      0.22387211       1.0279708      0.62568308
      0.22490546       1.0290077      0.62978035
      0.22594358       1.0300438      0.63387287
      0.22698649       1.0310887      0.63800025
      0.22803421       1.0321348      0.64214576
      0.22908677       1.0331889      0.64641493
      0.23014418       1.0342451      0.65070496
      0.23120648       1.0353084      0.65506460
      0.23227368       1.0363750      0.65949369
      0.23334581       1.0374475      0.66405198
      0.23442288       1.0382623      0.66870792
      0.23550493       1.0388031      0.67346761
      0.23659197       1.0396610      0.67824050
      0.23768403       1.0407002      0.68302095
      0.23878113       1.0417460      0.68798073
      0.23988329       1.0427944      0.69301323
      0.24099054       1.0442754      0.69825132
      0.24210290       1.0458619      0.70353956
      0.24322040       1.0469740      0.70906463
      0.24434306       1.0480824      0.71461824
      0.24547089       1.0502345      0.72032140
      0.24660393       1.0523723      0.72597725
      0.24774221       1.0544446      0.73141708
      0.24888573       1.0566828      0.73689289
      0.25003454       1.0594201      0.74247702
      0.25118864       1.0621143      0.74788409
      0.25234808       1.0647497      0.75304947
      0.25351286       1.0676767      0.75815473
      0.25468303       1.0708668      0.76320574
      0.25585859       1.0737289      0.76821579
      0.25703958       1.0764104      0.77320328
      0.25822602       1.0794221      0.77801393
      0.25941794       1.0825270      0.78277472
      0.26061535       1.0852127      0.78761568
      0.26181830       1.0878231      0.79247105
      0.26302680       1.0910794      0.79767565
      0.26424088       1.0944305      0.80287195
      0.26546056       1.0981482      0.80781112
      0.26668587       1.1018371      0.81267624
      0.26791683       1.1054314      0.81729750
      0.26915348       1.1090797      0.82191106
      0.27039584       1.1128632      0.82650534
      0.27164393       1.1165919      0.83089654
      0.27289778       1.1202493      0.83502422
      0.27415742       1.1239236      0.83906095
      0.27542287       1.1276132      0.84301418
      0.27669416       1.1313230      0.84692259
      0.27797133       1.1350449      0.85080401
      0.27925438       1.1387908      0.85475030
      0.28054336       1.1425450      0.85871897
      0.28183829       1.1457385      0.86266877
      0.28313920       1.1488547      0.86661596
      0.28444611       1.1526419      0.87091010
      0.28575905       1.1564472      0.87520467
      0.28707806       1.1601459      0.87937898
      0.28840315       1.1639738      0.88353726
      0.28973436       1.1682378      0.88764135
      0.29107171       1.1722746      0.89164747
      0.29241524       1.1758937      0.89547338
      0.29376497       1.1798138      0.89933245
      0.29512092       1.1841530      0.90323769
      0.29648314       1.1884170      0.90698469
      0.29785164       1.1926254      0.91061443
      0.29922646       1.1968586      0.91422983
      0.30060763       1.2011039      0.91783828
      0.30199517       1.2053782      0.92138698
      0.30338912       1.2096602      0.92491969
      0.30478950       1.2138296      0.92835940
      0.30619634       1.2179892      0.93179110
      0.30760968       1.2216624      0.93514848
      0.30902954       1.2253854      0.93850352
      0.31045596       1.2296187      0.94183726
      0.31188896       1.2338595      0.94516610
      0.31332857       1.2381296      0.94847547
      0.31477483       1.2424119      0.95175891
      0.31622777       1.2467189      0.95498916
